uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf,sinonimo_ou_erro
Brasil,Ditaxodon taeniatus,NA,Ditaxodon taeniatus,VU,FALSE,NA
SP,Dolichoderus voraginosus,NA,Dolichoderus voraginosus,VU,FALSE,NA
SP,Donacospiza albifrons,NA,Donacospiza albifrons,VU,FALSE,NA
RJ,Donax hanleyanus,NA,Donax hanleyanus,EN,FALSE,NA
SP,Dorymyrmex jheringi,NA,Dorymyrmex jheringi,VU,FALSE,NA
SC,Doxocopa laure,laurona,Doxocopa laure laurona,CR,TRUE,NA
SP,Doxocopa zalmunna,NA,Doxocopa zalmunna,CR,FALSE,NA
SC,Drephalys miersi,NA,Drephalys miersi,CR,FALSE,NA
SC,Drephalys mourei,NA,Drephalys mourei,CR,FALSE,NA
RJ,Dromococcyx pavoninus,NA,Dromococcyx pavoninus,EW,FALSE,NA
SP,Dromococcyx phasianellus,NA,Dromococcyx phasianellus,EW,FALSE,NA
BA,Dryadosaura nordestina,NA,Dryadosaura nordestina,VU,FALSE,NA
BA,Drymoluber brazili,NA,Drymoluber brazili,EN,FALSE,NA
MG,Drymophila genei,NA,Drymophila genei,VU,FALSE,NA
SC,Drymophila squamata,NA,Drymophila squamata,EN,FALSE,NA
PA,Drymusa canhemabae,NA,Drymusa canhemabae,VU,FALSE,NA
PA,Drymusa colligata,NA,Drymusa colligata,VU,FALSE,NA
PA,Drymusa spelunca,NA,Drymusa spelunca,EN,FALSE,NA
Brasil,Drymusa spelunca,NA,Drymusa spelunca,CR,FALSE,NA
PA,Drymusa tobyi,NA,Drymusa tobyi,VU,FALSE,NA
Brasil,Dryocopus galeatus,NA,Dryocopus galeatus,EN,FALSE,NA
SC,Dryocopus galeatus,NA,Dryocopus galeatus,VU,FALSE,NA
ES,Dynastes herculis,paschoali,Dynastes herculis paschoali,CR,TRUE,NA
RJ,Dysichthys iheringi,NA,Dysichthys iheringi,VU,FALSE,NA
BA,Dysithamnus plumbeus,NA,Dysithamnus plumbeus,EN,FALSE,NA
Brasil,Dysithamnus plumbeus,NA,Dysithamnus plumbeus,EN,FALSE,NA
MG,Dysithamnus plumbeus,NA,Dysithamnus plumbeus,VU,FALSE,NA
RJ,Dysithamnus plumbeus,NA,Dysithamnus plumbeus,EN,FALSE,NA
Brasil,Echinanthera cephalomaculata,NA,Echinanthera cephalomaculata,VU,FALSE,NA
BA,Echinanthera cephalostriata,NA,Echinanthera cephalostriata,EN,FALSE,NA
SC,Echinaster brasiliensis,NA,Echinaster brasiliensis,VU,FALSE,NA
SP,Echinaster brasiliensis,brasiliensis,Echinaster brasiliensis brasiliensis,VU,TRUE,NA
ES,Elacatinus figaro,NA,Elacatinus figaro,VU,FALSE,NA
SP,Elacatinus figaro,NA,Elacatinus figaro,VU,FALSE,NA
Brasil,Elaenia ridleyana,NA,Elaenia ridleyana,VU,FALSE,NA
BA,Eleoscytalopus indigoticus,NA,Eleoscytalopus indigoticus,CR,FALSE,NA
BA,Eleoscytalopus psychopompus,NA,Eleoscytalopus psychopompus,EN,FALSE,NA
Brasil,Eleoscytalopus psychopompus,NA,Eleoscytalopus psychopompus,EN,FALSE,NA
MG,Eleothreptus anomalus,NA,Eleothreptus anomalus,VU,FALSE,NA
SC,Eleothreptus anomalus,NA,Eleothreptus anomalus,EN,FALSE,NA
RJ,Elytrosphaera lahtivirtai,NA,Elytrosphaera lahtivirtai,VU,FALSE,NA
SP,Emberizoides ypiranganus,NA,Emberizoides ypiranganus,EN,FALSE,NA
SP,Endecous betariensisde,betariensisde,Endecous betariensisde betariensisde,VU,TRUE,NA
BA,Enyalius erythroceneus,NA,Enyalius erythroceneus,EN,FALSE,NA
Brasil,Enyalius erythroceneus,NA,Enyalius erythroceneus,CR,FALSE,NA
PA,Ephebopus murinus,NA,Ephebopus murinus,VU,FALSE,NA
MG,Epicharis minima,minima,Epicharis minima minima,EN,TRUE,NA
MG,Epicharis pygialis,pygialis,Epicharis pygialis pygialis,VU,TRUE,NA
ES,Epinephelus itajara,NA,Epinephelus itajara,EN,FALSE,NA
SC,Epinephelus itajara,NA,Epinephelus itajara,EN,FALSE,NA
SP,Epinephelus itajara,NA,Epinephelus itajara,CR,FALSE,NA
ES,Episcada vitrea,NA,Episcada vitrea,EN,FALSE,NA
Brasil,Eptesicus taddeii,NA,Eptesicus taddeii,VU,FALSE,NA
SP,Eptesicus taddeii,NA,Eptesicus taddeii,VU,FALSE,NA
BA,Eretmochelys imbricata,NA,Eretmochelys imbricata,CR,FALSE,NA
Brasil,Eretmochelys imbricata,NA,Eretmochelys imbricata,CR,FALSE,NA
ES,Eretmochelys imbricata,NA,Eretmochelys imbricata,EN,FALSE,NA
RJ,Eretmochelys imbricata,NA,Eretmochelys imbricata,VU,FALSE,NA
SC,Eretmochelys imbricata,NA,Eretmochelys imbricata,CR,FALSE,NA
SP,Eretmochelys imbricata,NA,Eretmochelys imbricata,CR,FALSE,NA
SP,Erythrodiplax acantha,NA,Erythrodiplax acantha,CR,FALSE,NA
RJ,Erythrodiplax chromoptera,NA,Erythrodiplax chromoptera,EW,FALSE,NA
SP,Erythrodiplax gomesi,NA,Erythrodiplax gomesi,VU,FALSE,NA
SP,Erythrodiplax luteofrons,NA,Erythrodiplax luteofrons,CR,FALSE,NA
PA,Erythrolamprus maryellenae,NA,Erythrolamprus maryellenae,VU,FALSE,NA
BA,Eubalaena australis,NA,Eubalaena australis,EN,FALSE,NA
Brasil,Eubalaena australis,NA,Eubalaena australis,EN,FALSE,NA
RJ,Eubalaena australis,NA,Eubalaena australis,VU,FALSE,NA
SC,Eubalaena australis,NA,Eubalaena australis,VU,FALSE,NA
ES,Eubalaena australis,NA,Eubalaena australis,EN,FALSE,Eubalena australis
SC,Eucidaris tribuloides,NA,Eucidaris tribuloides,VU,FALSE,NA
SP,Eudistoma clavatum,NA,Eudistoma clavatum,CR,FALSE,NA
RJ,Eudocimus ruber,NA,Eudocimus ruber,CR,FALSE,NA
SC,Eudocimus ruber,NA,Eudocimus ruber,CR,FALSE,NA
PA,Eudolichotis lacerta,NA,Eudolichotis lacerta,EN,FALSE,NA
MG,Eufriesea aeneiventris,NA,Eufriesea aeneiventris,EN,FALSE,NA
MG,Eugerres brasilianus,NA,Eugerres brasilianus,CR,FALSE,NA
MG,Euglossa decorata,decorata,Euglossa decorata decorata,EN,TRUE,NA
SP,Eunice sebastiani,NA,Eunice sebastiani,EN,FALSE,NA
MG,Euphonia chalybea,NA,Euphonia chalybea,EN,FALSE,NA
SP,Eurhopalothrix lenkoi,NA,Eurhopalothrix lenkoi,VU,FALSE,NA
BA,Eurolophosaurus amathites,NA,Eurolophosaurus amathites,VU,FALSE,NA
Brasil,Eurolophosaurus amathites,NA,Eurolophosaurus amathites,EN,FALSE,NA
BA,Eurolophosaurus divaricatus,NA,Eurolophosaurus divaricatus,VU,FALSE,NA
BA,Eurolophosaurus sp.n.1,NA,Eurolophosaurus sp.n.1,VU,FALSE,NA
BA,Eurolophosaurus sp.n.2,NA,Eurolophosaurus sp.n.2,EN,FALSE,NA
SC,Euryades corethrus,NA,Euryades corethrus,EN,FALSE,NA
Brasil,Euryoryzomys lamia,NA,Euryoryzomys lamia,EN,FALSE,NA
MG,Euryoryzomys lamia,NA,Euryoryzomys lamia,CR,FALSE,NA
SP,Eurytellina punicea,NA,Eurytellina punicea,VU,FALSE,NA
SP,Eurythoe complanata,NA,Eurythoe complanata,VU,FALSE,NA
ES,Eurytides iphitas,NA,Eurytides iphitas,CR,FALSE,NA
BA,Euscarthmus rufomarginatus,NA,Euscarthmus rufomarginatus,VU,FALSE,NA
MG,Euscarthmus rufomarginatus,NA,Euscarthmus rufomarginatus,CR,FALSE,NA
PA,Euscarthmus rufomarginatus,NA,Euscarthmus rufomarginatus,VU,FALSE,NA
SP,Euscarthmus rufomarginatus,rufomarginatus,Euscarthmus rufomarginatus rufomarginatus,EW,TRUE,NA
SC,Euvola ziczac,NA,Euvola ziczac,EN,FALSE,NA
SP,Euvola ziczac,NA,Euvola ziczac,VU,FALSE,NA
SP,Exomalopsis atlantica,atlantica,Exomalopsis atlantica atlantica,CR,TRUE,NA
MG,Falco deiroleucus,NA,Falco deiroleucus,CR,FALSE,NA
RJ,Falco deiroleucus,NA,Falco deiroleucus,EW,FALSE,NA
SP,Falco rufigularis,ophryophanes,Falco rufigularis ophryophanes,VU,TRUE,NA
MG,Fimoscolex sporadochaetus,NA,Fimoscolex sporadochaetus,CR,FALSE,NA
ES,Formicarius colma,NA,Formicarius colma,VU,FALSE,NA
MG,Formicarius colma,NA,Formicarius colma,VU,FALSE,NA
Brasil,Formicivora erythronotos,NA,Formicivora erythronotos,CR,FALSE,NA
RJ,Formicivora erythronotos,NA,Formicivora erythronotos,VU,FALSE,Formicivora erythronotus
BA,Formicivora grantsaui,NA,Formicivora grantsaui,EN,FALSE,NA
Brasil,Formicivora grantsaui,NA,Formicivora grantsaui,EN,FALSE,NA
Brasil,Formicivora littoralis,NA,Formicivora littoralis,EN,FALSE,NA
RJ,Formicivora littoralis,NA,Formicivora littoralis,VU,FALSE,NA
SP,Formicivora melanogaster,melanogaster,Formicivora melanogaster melanogaster,EN,TRUE,NA
Brasil,Formicivora paludicola,NA,Formicivora paludicola,CR,FALSE,NA
SP,Formicivora paludicola,NA,Formicivora paludicola,CR,FALSE,NA
SP,Fossula fossiculifera,NA,Fossula fossiculifera,EN,FALSE,NA
Brasil,Fregata ariel,NA,Fregata ariel,CR,FALSE,NA
ES,Fregata ariel,NA,Fregata ariel,CR,FALSE,NA
Brasil,Fregata minor,NA,Fregata minor,CR,FALSE,NA
ES,Fregata minor,NA,Fregata minor,CR,FALSE,NA
SP,Furcochrysa allata,NA,Furcochrysa allata,CR,FALSE,NA
Brasil,Furipterus horrens,NA,Furipterus horrens,VU,FALSE,NA
SC,Furipterus horrens,NA,Furipterus horrens,CR,FALSE,NA
SP,Furipterus horrens,NA,Furipterus horrens,VU,FALSE,NA
SC,Gallinago undulata,NA,Gallinago undulata,VU,FALSE,NA
SP,Gallinago undulata,gigantea,Gallinago undulata gigantea,VU,TRUE,NA
MG,Genidens genidens,NA,Genidens genidens,CR,FALSE,NA
SP,Geoplana chiuna,NA,Geoplana chiuna,VU,FALSE,NA
SP,Geoplana hina,NA,Geoplana hina,VU,FALSE,NA
SP,Geoplana livia,NA,Geoplana livia,VU,FALSE,NA
SP,Geoplana pavani,NA,Geoplana pavani,VU,FALSE,NA
SP,Geoplana picta,NA,Geoplana picta,VU,FALSE,NA
SP,Geoplana poca,NA,Geoplana poca,VU,FALSE,NA
SP,Geoplana regia,NA,Geoplana regia,VU,FALSE,NA
SP,Geoplana toriba,NA,Geoplana toriba,VU,FALSE,NA
SC,Geositta cunicularia,NA,Geositta cunicularia,VU,FALSE,NA
BA,Geositta poeciloptera,NA,Geositta poeciloptera,EN,FALSE,NA
Brasil,Geositta poeciloptera,NA,Geositta poeciloptera,EN,FALSE,NA
MG,Geositta poeciloptera,NA,Geositta poeciloptera,EN,FALSE,NA
SP,Geositta poeciloptera,NA,Geositta poeciloptera,EW,FALSE,NA
BA,Geotrygon violacea,NA,Geotrygon violacea,EN,FALSE,NA
ES,Geotrygon violacea,NA,Geotrygon violacea,CR,FALSE,NA
MG,Geotrygon violacea,NA,Geotrygon violacea,VU,FALSE,NA
SP,Geotrygon violacea,violacea,Geotrygon violacea violacea,EN,TRUE,NA
ES,Ginglymostoma cirratum,NA,Ginglymostoma cirratum,VU,FALSE,NA
PA,Ginglymostoma cirratum,NA,Ginglymostoma cirratum,VU,FALSE,NA
SP,Ginglymostoma cirratum,NA,Ginglymostoma cirratum,CR,FALSE,NA
SP,Girardia arndti,NA,Girardia arndti,VU,FALSE,NA
SP,Girardia hypoglauca,NA,Girardia hypoglauca,VU,FALSE,NA
SP,Girardia nonatoi,NA,Girardia nonatoi,VU,FALSE,NA
SC,Glandulocauda caerulea,NA,Glandulocauda caerulea,CR,FALSE,NA
ES,Glaucidium minutissimum,NA,Glaucidium minutissimum,EN,FALSE,NA
MG,Glaucidium minutissimum,NA,Glaucidium minutissimum,VU,FALSE,NA
BA,Glaucis dohrnii,NA,Glaucis dohrnii,CR,FALSE,NA
Brasil,Glaucis dohrnii,NA,Glaucis dohrnii,EN,FALSE,NA
ES,Glaucis dohrnii,NA,Glaucis dohrnii,CR,FALSE,NA
MG,Glaucis dohrnii,NA,Glaucis dohrnii,CR,FALSE,NA
SC,Glossopasiphae plaumanii,NA,Glossopasiphae plaumanii,EN,FALSE,NA
Brasil,Glyphonycteris behnii,NA,Glyphonycteris behnii,VU,FALSE,NA
MG,Glyphonycteris behnii,NA,Glyphonycteris behnii,VU,FALSE,NA
MG,Glyphonycteris sylvestris,NA,Glyphonycteris sylvestris,VU,FALSE,NA
ES,Glyphorinchus spirurus,NA,Glyphorinchus spirurus,VU,FALSE,NA
SP,Gnamptogenys nana,NA,Gnamptogenys nana,VU,FALSE,NA
Brasil,Gonatodes tapajonicus,NA,Gonatodes tapajonicus,EN,FALSE,NA
RJ,Goniopsis cruenta,NA,Goniopsis cruenta,VU,FALSE,NA
SP,Gonyostomus insularis,NA,Gonyostomus insularis,EN,FALSE,NA
Brasil,Grallaria varia,distincta,Grallaria varia distincta,VU,TRUE,NA
Brasil,Grallaria varia,intercedens,Grallaria varia intercedens,VU,TRUE,NA
MG,Grallaria varia,NA,Grallaria varia,CR,FALSE,NA
ES,Gramma brasiliensis,NA,Gramma brasiliensis,VU,FALSE,NA
SP,Gramma brasiliensis,NA,Gramma brasiliensis,VU,FALSE,NA
Brasil,Guaruba guarouba,NA,Guaruba guarouba,VU,FALSE,NA
PA,Guaruba guarouba,NA,Guaruba guarouba,VU,FALSE,NA
Brasil,Gubernatrix cristata,NA,Gubernatrix cristata,CR,FALSE,NA
Brasil,Gyldenstolpia planaltensis,NA,Gyldenstolpia planaltensis,EN,FALSE,NA
BA,Gymnodactylus vanzolini,NA,Gymnodactylus vanzolini,EN,FALSE,NA
SP,Gymnura altavela,NA,Gymnura altavela,CR,FALSE,NA
BA,Haematopus palliatus,NA,Haematopus palliatus,VU,FALSE,NA
SP,Haematopus palliatus,palliatus,Haematopus palliatus palliatus,EN,TRUE,NA
Brasil,Harmonicon cerberus,NA,Harmonicon cerberus,CR,FALSE,NA
BA,Harpia harpyja,NA,Harpia harpyja,CR,FALSE,NA
Brasil,Harpia harpyja,NA,Harpia harpyja,VU,FALSE,NA
ES,Harpia harpyja,NA,Harpia harpyja,CR,FALSE,NA
MG,Harpia harpyja,NA,Harpia harpyja,CR,FALSE,NA
RJ,Harpia harpyja,NA,Harpia harpyja,EN,FALSE,NA
SC,Harpia harpyja,NA,Harpia harpyja,CR,FALSE,NA
SP,Harpia harpyja,NA,Harpia harpyja,EW,FALSE,NA
MG,Harpyhaliaetus coronatus,NA,Harpyhaliaetus coronatus,EN,FALSE,NA
PA,Harpyhaliaetus coronatus,NA,Harpyhaliaetus coronatus,VU,FALSE,NA
SC,Harpyhaliaetus coronatus,NA,Harpyhaliaetus coronatus,CR,FALSE,NA
SP,Harttia absaberi,NA,Harttia absaberi,EN,FALSE,NA
SP,Harttia gracilis,NA,Harttia gracilis,EN,FALSE,NA
MG,Harttia leiopleura,NA,Harttia leiopleura,VU,FALSE,NA
SP,Harttia loricariformis,NA,Harttia loricariformis,VU,FALSE,NA
MG,Harttia novalimensis,NA,Harttia novalimensis,VU,FALSE,NA
MG,Harttia torrenticola,NA,Harttia torrenticola,VU,FALSE,NA
SC,Hasemania maxillaris,NA,Hasemania maxillaris,CR,FALSE,NA
SC,Hasemania melanura,NA,Hasemania melanura,CR,FALSE,NA
SC,Hastula cinerea,NA,Hastula cinerea,VU,FALSE,NA
SP,Hastula cinerea,NA,Hastula cinerea,VU,FALSE,NA
SP,Heliactin bilophus,NA,Heliactin bilophus,CR,FALSE,NA
ES,Heliconius nattereri,NA,Heliconius nattereri,VU,FALSE,NA
RJ,Heliornis fulica,NA,Heliornis fulica,VU,FALSE,NA
SP,Heliornis fulica,NA,Heliornis fulica,EN,FALSE,NA
RJ,Hemipsilichthys garbei,NA,Hemipsilichthys garbei,EN,FALSE,NA
SP,Hemipsilichthys gobio,NA,Hemipsilichthys gobio,EN,FALSE,NA
SC,Hemitriccus diops,NA,Hemitriccus diops,EN,FALSE,NA
BA,Hemitriccus furcatus,NA,Hemitriccus furcatus,EN,FALSE,NA
Brasil,Hemitriccus furcatus,NA,Hemitriccus furcatus,VU,FALSE,NA
SP,Hemitriccus furcatus,NA,Hemitriccus furcatus,VU,FALSE,NA
Brasil,Hemitriccus griseipectus,naumburgae,Hemitriccus griseipectus naumburgae,VU,TRUE,NA
Brasil,Hemitriccus kaempferi,NA,Hemitriccus kaempferi,VU,FALSE,NA
SC,Hemitriccus kaempferi,NA,Hemitriccus kaempferi,VU,FALSE,NA
Brasil,Hemitriccus mirandae,NA,Hemitriccus mirandae,VU,FALSE,NA
RJ,Hemodietus passareli,NA,Hemodietus passareli,VU,FALSE,NA
MG,Henochilus wheatlandii,NA,Henochilus wheatlandii,CR,FALSE,NA
SP,Heptapterus multiradiatus,NA,Heptapterus multiradiatus,CR(RE),FALSE,NA
PA,Heraclides chiansiades,maroni,Heraclides chiansiades maroni,VU,TRUE,NA
PA,Heraclides chiansiades,mossi,Heraclides chiansiades mossi,VU,TRUE,NA
PA,Heraclides chiansiades,NA,Heraclides chiansiades,EN,FALSE,NA
PA,Heraclides garleppi,lecerfi,Heraclides garleppi lecerfi,EN,TRUE,NA
ES,Heraclides himeros,himeros,Heraclides himeros himeros,CR,TRUE,NA
SC,Hermacha iricolor,NA,Hermacha iricolor,VU,FALSE,NA
Brasil,Herpsilochmus pileatus,NA,Herpsilochmus pileatus,VU,FALSE,NA
MG,Heteragrion obsoletum,NA,Heteragrion obsoletum,EN,FALSE,NA
MG,Heteragrion petiense,NA,Heteragrion petiense,VU,FALSE,NA
SP,Heteroconger longissimus,NA,Heteroconger longissimus,VU,FALSE,NA
Brasil,Heterodactylus lundii,NA,Heterodactylus lundii,VU,FALSE,NA
BA,Heterodactylus septentrionalis,NA,Heterodactylus septentrionalis,CR,FALSE,NA
Brasil,Heterodactylus septentrionalis,NA,Heterodactylus septentrionalis,EN,FALSE,NA
MG,Hexantheda missionica,NA,Hexantheda missionica,EN,FALSE,NA
SP,Higginsia strigilata,NA,Higginsia strigilata,EW,FALSE,NA
RJ,Hiphocampus erectus,NA,Hiphocampus erectus,VU,FALSE,NA
RJ,Hiphocampus reidi,NA,Hiphocampus reidi,VU,FALSE,NA
ES,Hippocampus erectus,NA,Hippocampus erectus,VU,FALSE,NA
SC,Hippocampus erectus,NA,Hippocampus erectus,VU,FALSE,NA
SP,Hippocampus patagonicus,NA,Hippocampus patagonicus,EN,FALSE,NA
ES,Hippocampus reidi,NA,Hippocampus reidi,VU,FALSE,NA
SC,Hippocampus reidi,NA,Hippocampus reidi,VU,FALSE,NA
SP,Hippocampus reidi,NA,Hippocampus reidi,EN,FALSE,NA
SC,Histiotus alienus,NA,Histiotus alienus,CR,FALSE,NA
SP,Holacanthus ciliaris,NA,Holacanthus ciliaris,VU,FALSE,NA
SP,Holacanthus tricolor,NA,Holacanthus tricolor,VU,FALSE,NA
SC,Hollandichthys multifasciatus,NA,Hollandichthys multifasciatus,EN,FALSE,NA
Brasil,Holoaden bradei,NA,Holoaden bradei,CR,FALSE,NA
MG,Holoaden bradei,NA,Holoaden bradei,CR,FALSE,NA
RJ,Holoaden bradei,NA,Holoaden bradei,VU,FALSE,NA
Brasil,Holoaden luederwaldti,NA,Holoaden luederwaldti,EN,FALSE,NA
RJ,Holoaden luederwaldti,NA,Holoaden luederwaldti,VU,FALSE,NA
SP,Homodiaetus graciosa,NA,Homodiaetus graciosa,EN,FALSE,NA
Brasil,Homonota uruguayensis,NA,Homonota uruguayensis,VU,FALSE,NA
ES,Hoplometopus antillensis,NA,Hoplometopus antillensis,VU,FALSE,NA
SP,Hyalella caeca,NA,Hyalella caeca,VU,FALSE,NA
ES,Hyalinobatrachium eurygnathum,NA,Hyalinobatrachium eurygnathum,VU,FALSE,NA
ES,Hyalinobatrachium uranoscopum,NA,Hyalinobatrachium uranoscopum,VU,FALSE,NA
ES,Hyaliris fiammeta,NA,Hyaliris fiammeta,CR,FALSE,NA
ES,Hyaliris leptalina,NA,Hyaliris leptalina,VU,FALSE,NA
MG,Hyalyris fiammetta,NA,Hyalyris fiammetta,CR,FALSE,NA
MG,Hyalyris leptalina,NA,Hyalyris leptalina,VU,FALSE,NA
Brasil,Hydrodynastes melanogigas,NA,Hydrodynastes melanogigas,EN,FALSE,NA
BA,Hydromedusa maximiliani,NA,Hydromedusa maximiliani,EN,FALSE,NA
ES,Hydromedusa maximiliani,NA,Hydromedusa maximiliani,VU,FALSE,NA
MG,Hydromedusa maximiliani,NA,Hydromedusa maximiliani,VU,FALSE,NA
SP,Hydropsalis anomala,NA,Hydropsalis anomala,EW,FALSE,NA
Brasil,Hydropsalis candicans,NA,Hydropsalis candicans,VU,FALSE,NA
SP,Hydropsalis candicans,NA,Hydropsalis candicans,EW,FALSE,NA
SP,Hydropsalis maculicaudus,NA,Hydropsalis maculicaudus,EN,FALSE,NA
ES,Hyla ruschii,NA,Hyla ruschii,VU,FALSE,NA
Brasil,Hylexetastes brigidai,NA,Hylexetastes brigidai,VU,FALSE,NA
SP,Hylocharis sapphirina,NA,Hylocharis sapphirina,EN,FALSE,NA
SP,Hylodes sazimai,NA,Hylodes sazimai,VU,FALSE,NA
Brasil,Hylopezus paraensis,NA,Hylopezus paraensis,VU,FALSE,NA
Brasil,Hylophilus ochraceiceps,rubrifrons,Hylophilus ochraceiceps rubrifrons,VU,TRUE,NA
PA,Hypancistrus zebra,NA,Hypancistrus zebra,VU,FALSE,NA
SP,Hyphessobrycon duragenys,NA,Hyphessobrycon duragenys,EN,FALSE,NA
RJ,Hyphessobrycon flammeus,NA,Hyphessobrycon flammeus,VU,FALSE,NA
SC,Hyphessobrycon taurocephalus,NA,Hyphessobrycon taurocephalus,CR,FALSE,NA
MG,Hypocephalus armatus,NA,Hypocephalus armatus,EN,FALSE,NA
Brasil,Hypocnemis ochrogyna,NA,Hypocnemis ochrogyna,VU,FALSE,NA
ES,Hypoleria fallens,NA,Hypoleria fallens,EN,FALSE,NA
MG,Hypoleria fallens,NA,Hypoleria fallens,VU,FALSE,NA
PA,Hypoleria lavinia,mulviana,Hypoleria lavinia mulviana,EN,TRUE,NA
SP,Hypomasticus thayeri,NA,Hypomasticus thayeri,EN,FALSE,NA
SP,Hyporthodus nigritus,NA,Hyporthodus nigritus,EN,FALSE,NA
SP,Hyporthodus niveatus,NA,Hyporthodus niveatus,EN,FALSE,NA
MG,Boana beckeri,NA,Boana beckeri,VU,FALSE,Hypsiboas beckeri
Brasil,Boana curupi,NA,Boana curupi,VU,FALSE,Hypsiboas curupi
SC,Boana curupi,NA,Boana curupi,EN,FALSE,Hypsiboas curupi
Brasil,Boana cymbalum,NA,Boana cymbalum,CR(PEX),FALSE,Hypsiboas cymbalum
SP,Boana cymbalum,NA,Boana cymbalum,EW,FALSE,Hypsiboas cymbalum
SC,Boana marginata,NA,Boana marginata,VU,FALSE,Hypsiboas marginatus
SC,Boana poaju,NA,Boana poaju,VU,FALSE,Hypsiboas poaju
Brasil,Boana semiguttata,NA,Boana semiguttata,EN,FALSE,Hypsiboas semiguttatus
SC,Boana semiguttata,NA,Boana semiguttata,EN,FALSE,Hypsiboas semiguttatus
MG,Boana stenocephala,NA,Boana stenocephala,VU,FALSE,Hypsiboas stenocephalus
Brasil,Ianduba paubrasil,NA,Ianduba paubrasil,EN,FALSE,NA
MG,Iandumoema uai,NA,Iandumoema uai,VU,FALSE,NA
SP,Ibycter americanus,NA,Ibycter americanus,EW,FALSE,NA
ES,Idiogomphoides ictinius,NA,Idiogomphoides ictinius,CR,FALSE,NA
Brasil,Inia geoffrensis,NA,Inia geoffrensis,EN,FALSE,NA
BA,Iodopleura pipra,NA,Iodopleura pipra,VU,FALSE,NA
Brasil,Iodopleura pipra,NA,Iodopleura pipra,EN,FALSE,NA
Brasil,Iodopleura pipra,leucopygia,Iodopleura pipra leucopygia,CR,TRUE,NA
Brasil,Iodopleura pipra,pipra,Iodopleura pipra pipra,EN,TRUE,NA
MG,Iodopleura pipra,NA,Iodopleura pipra,CR,FALSE,NA
SP,Iodopleura pipra,pipra,Iodopleura pipra pipra,EN,TRUE,NA
Brasil,Ischnocnema manezinho,NA,Ischnocnema manezinho,VU,FALSE,NA
SC,Ischnocnema manezinho,NA,Ischnocnema manezinho,VU,FALSE,NA
BA,Ischnocnema verrucosa,NA,Ischnocnema verrucosa,EN,FALSE,NA
Brasil,Isoctenus corymbus,NA,Isoctenus corymbus,CR,FALSE,NA
PA,Isogomphodon oxyrhynchus,NA,Isogomphodon oxyrhynchus,CR,FALSE,NA
SC,Isostichopus badionotus,NA,Isostichopus badionotus,VU,FALSE,NA
SP,Issoca jandaia,NA,Issoca jandaia,VU,FALSE,NA
RJ,Ituglanis parahybae,NA,Ituglanis parahybae,VU,FALSE,NA
MG,Jabiru mycteria,NA,Jabiru mycteria,EN,FALSE,NA
BA,Jacamaralcyon tridactyla,NA,Jacamaralcyon tridactyla,CR,FALSE,NA
RJ,Jacamaralcyon tridactyla,NA,Jacamaralcyon tridactyla,VU,FALSE,NA
SP,Jacamaralcyon tridactyla,NA,Jacamaralcyon tridactyla,EW,FALSE,NA
SC,Jenynsia sanctaecaterinae,NA,Jenynsia sanctaecaterinae,VU,FALSE,NA
SC,Jenynsia sanctaecaterinae,NA,Jenynsia sanctaecaterinae,VU,FALSE,NA
Brasil,Juscelinomys candango,NA,Juscelinomys candango,CR(PEX),FALSE,NA
ES,Kannabateomys amblyonyx,NA,Kannabateomys amblyonyx,CR,FALSE,NA
RJ,Kannabateomys amblyonyx,NA,Kannabateomys amblyonyx,VU,FALSE,NA
MG,Kentropyx paulensis,NA,Kentropyx paulensis,VU,FALSE,NA
SP,Kentropyx paulensis,NA,Kentropyx paulensis,EN,FALSE,NA
Brasil,Kentropyx vanzoi,NA,Kentropyx vanzoi,VU,FALSE,NA
Brasil,Kerodon acrobata,NA,Kerodon acrobata,VU,FALSE,NA
Brasil,Kerodon rupestris,NA,Kerodon rupestris,VU,FALSE,NA
RJ,Krononichthys heyland,NA,Krononichthys heyland,VU,FALSE,NA
BA,Lachesis muta,NA,Lachesis muta,VU,FALSE,NA
ES,Lachesis muta,NA,Lachesis muta,VU,FALSE,NA
RJ,Lachesis muta,rhombeata,Lachesis muta rhombeata,EN,TRUE,NA
Brasil,Lagothrix cana,cana,Lagothrix cana cana,EN,TRUE,NA
Brasil,Lagothrix lagothricha,NA,Lagothrix lagothricha,VU,FALSE,NA
Brasil,Lagothrix poeppigii,NA,Lagothrix poeppigii,VU,FALSE,NA
ES,Lampronycteris brachyotis,NA,Lampronycteris brachyotis,VU,FALSE,NA
BA,Laniisoma elegans,NA,Laniisoma elegans,EN,FALSE,NA
ES,Laniisoma elegans,NA,Laniisoma elegans,VU,FALSE,NA
MG,Laniisoma elegans,NA,Laniisoma elegans,VU,FALSE,NA
SP,Laniisoma elegans,NA,Laniisoma elegans,VU,FALSE,NA
BA,Laniocera hypopyrra,NA,Laniocera hypopyrra,VU,FALSE,NA
ES,Laniocera hypopyrra,NA,Laniocera hypopyrra,CR,FALSE,NA
SP,Lanthanomelissa betinae,NA,Lanthanomelissa betinae,VU,FALSE,NA
SP,Lanthanomelissa clementis,NA,Lanthanomelissa clementis,VU,FALSE,NA
RJ,Larus maculipennis,NA,Larus maculipennis,EW,FALSE,NA
SC,Lasiurus egregius,NA,Lasiurus egregius,CR,FALSE,NA
